"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"4165",22994,"col","",-121.783333,53.083332,"Eaglenest Mountain, British Columbia, Canada",NA,"Reef 2989",16,"Norian","",228,208.5,6622,"gp_mid",-51.05,26.44,"127",1,218.25,"norian",1
"4370",23981,"col","Heiberg",-89.166664,78.916664,"Axel Heiberg Island 7",NA,"",1,"Norian","",228,208.5,6787,"gp_mid",-12.97,51.07,"106",1,218.25,"norian",1
"4371",23982,"col","Heiberg",-90,79,"Axel Heiberg Island 8",NA,"",2,"Norian","",228,208.5,6787,"gp_mid",-13.16,51.21,"106",1,218.25,"norian",1
"4423",24304,"col","Jebel Wasa",55.866669,24.700001,"Jebel Wasa south, Oman",NA,"Reef 33",21,"Norian","",228,208.5,6869,"gp_mid",52.79,-9.06,"503",1,218.25,"norian",1
"4425",24306,"col","Misfah",57.058334,23.172222,"Sint, Jebel Kawr, Oman",NA,"Reef 35",25,"Norian","",228,208.5,6869,"gp_mid",53.61,-10.75,"503",1,218.25,"norian",1
"4427",24310,"col","Pantokrator",23.083332,37.633331,"Sarmeika, Argolis Peninsula",NA,"Reef 11",14,"Norian","",228,208.5,6872,"gp_mid",29.29,8.31,"307",1,218.25,"norian",1
"6169",32914,"col","Tetyukhinskaya",56.366669,52.349998,"Primor'ye Region, Rudnoy River",NA,"PIN 2609/36",1,"Norian","",228,208.5,8807,"gp_mid",51.09,49.42,"302",1,218.25,"norian",1
"6535",33411,"col","",-133,57,"Locality 10172, Herring Bay, Alaska",NA,"",1,"Lacian","",221.5,215.56,8858,"gp_mid",-59.11,28.29,"127",1,218.53,"norian",1
"7242",34884,"col","Kamase",130.600006,32.349998,"Loc. 724, Kuma River, Kyushu, Japan",NA,"Reef 166",5,"Norian","",228,208.5,9355,"gp_mid",142.35,39.66,"610",1,218.25,"norian",1
"8167",36890,"col","",104.799721,4.876667,"Sotong limestone, Malay basin",NA,"Reef 193",27,"Norian","",228,208.5,9875,"gp_mid",115.12,11.7,"620",1,218.25,"norian",1
