"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"1087",3919,"col","Craie de Trivières",3.895,50.41,"Frameries (KBIN collection)",NA,"",1,"Campanian","",83.6,72.1,265,"gp_mid",14.58,39.28,"315",1,77.85,"campanian",1
"4050",74563,"col","",-8.733333,40.433334,"Mira, Coimbra",NA,"Reef 2623",32,"Campanian","",83.6,72.1,25064,"gp_mid",2.79,30.41,"304",1,77.85,"campanian",1
"4058",74537,"col","",8.3,34.933334,"Jebel Serraguia, rudist bioherm",NA,"Reef 1180",5,"Campanian","",83.6,72.1,25023,"gp_mid",16.06,19.71,"714",1,77.85,"campanian",1
"4090",22675,"col","Castlegate",-112.129997,41.919998,"Castlegate",NA,"ETE Locality 1550",3,"Campanian","",83.6,72.1,5738,"gp_mid",-72.42,52.68,"101",1,77.85,"campanian",1
"5666",31572,"col","",-0.283333,39.066666,"Tabernes de Valldigna, Valencia, Spain",NA,"Reef 3224",26,"Campanian","",83.6,72.1,8514,"gp_mid",9.63,27.53,"304",1,77.85,"campanian",1
"6948",34014,"col","Claggett",-108.921112,47.725834,"Heller Bend of the Missouri River",NA,"",1,"Campanian","",83.6,72.1,8956,"gp_mid",-64.99,57.24,"101",1,77.85,"campanian",1
"7301",35048,"col","Marshalltown",-75.650558,39.555,"Marshalltown Formation (Delaware) fauna",NA,"Marshalltown Formation (St Georges) fauna",10,"Campanian","",83.6,72.1,9423,"gp_mid",-36.22,40.16,"109",1,77.85,"campanian",1
"7400",35289,"col","Blufftown",-85.026665,32.164165,"Hannahatchee Creek ‘‘longwalk’’ outcrop",NA,"",42,"Campanian","",83.6,72.1,9505,"gp_mid",-48.62,36.03,"109",1,77.85,"campanian",1
"7413",35353,"col","Aguja",-105.883331,24.383333,"Los Altares",NA,"",19,"Campanian","",83.6,72.1,9536,"gp_mid",-72.97,34.4,"104",1,77.85,"campanian",1
"7420",35367,"col","",-108.866669,44.983334,"Crosby Site",NA,"",10,"Campanian","",83.6,72.1,9554,"gp_mid",-66.83,54.7,"101",1,77.85,"campanian",1
