"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"3987",65051,"col","",-9.168889,38.708611,"Prazeres",NA,"",1,"Aquitanian","",23.03,20.44,18735,"gp_mid",-5.9,35.43,"304",1,21.735,"aquitanian",1
"8474",37451,"col","",16.483299,-28.5833,"Orange River Core 1",NA,"",47,"Aquitanian","",23.03,20.44,10031,"gp_mid",14.25,-34.1,"701",1,21.735,"aquitanian",1
"14773",47623,"col","Libano Sandstone",12.2175,46.139999,"Libano",NA,"",40,"Aquitanian","",23.03,20.44,12902,"gp_mid",15.84,40.84,"307",1,21.735,"aquitanian",1
"15603",49395,"col","Arenaria di Grumi",11.358333,45.713333,"Schio",NA,"",1,"Aquitanian","",23.03,20.44,14542,"gp_mid",14.98,40.51,"307",1,21.735,"aquitanian",1
"21293",59850,"col","Libano",12.2175,46.139999,"Belluno",NA,"",2,"Aquitanian","",23.03,20.44,36621,"gp_mid",15.84,40.84,"307",1,21.735,"aquitanian",1
"24372",65069,"col","",-0.147222,44.455555,"Gans",NA,"Courtebotte",3,"Aquitanian","",23.03,20.44,18736,"gp_mid",3.09,40.71,"305",1,21.735,"aquitanian",1
"24374",65071,"col","",0.072778,44.66111,"Saint-Martin-de-Puy",NA,"",1,"Aquitanian","",23.03,20.44,18736,"gp_mid",3.31,40.91,"305",1,21.735,"aquitanian",1
"24385",65085,"col","",-0.503056,44.650276,"Saint Morillon",NA,"",2,"Aquitanian","",23.03,20.44,18736,"gp_mid",2.77,40.92,"305",1,21.735,"aquitanian",1
"24611",65479,"col","",-9.139167,38.713612,"Tunel do Rossio",NA,"",1,"Aquitanian","",23.03,20.44,18869,"gp_mid",-5.87,35.43,"304",1,21.735,"aquitanian",1
"26041",67659,"col","Unalaska",-166.521729,53.868958,"Arriaga Quarry",NA,"Unalaska Lake",3,"Aquitanian","",23.03,20.44,19318,"gp_mid",-164.69,59.79,"125",1,21.735,"aquitanian",1
