"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin","ext"
"3771",13488,"col","Cholan",120.995834,24.575001,"Chutung",NA,"",37,"Zanclean","",5.333,3.6,6103,"gp_mid",120.67,24.52,"611",1,4.4665,"zanclean",1
"3913",18535,"col","Peace River",-81.800003,27.9,"Gardinier Mine",NA,"Whidden Creek",26,"Zanclean","",5.333,3.6,3558,"gp_mid",-80.31,28.54,"109",1,4.4665,"zanclean",1
"7216",34849,"col","",175.116669,-41.383331,"Lake Ferry",NA,"Reef 835",6,"Early Pliocene","",5.333,3.6,9315,"gp_mid",176.85,-42.69,"806",1,4.4665,"zanclean",1
"7290",35026,"col","Tamiami",-81.48333,26.133333,"Unspecified localities [Tamiami Formation]",NA,"",62,"Early Pliocene","",5.333,3.6,9411,"gp_mid",-80.03,26.77,"109",1,4.4665,"zanclean",1
"7541",35696,"col","Onoke",175.166672,-41.416668,"New Zealand N165/563",NA,"Wairarapa N165/563",1,"Early Pliocene","",5.333,3.6,9626,"gp_mid",176.9,-42.72,"806",1,4.4665,"zanclean",1
"7687",35917,"col","Mangatoro",176.21666,-40.266666,"Dannevirke GS 2731",NA,"Geological Survey coll. 2731",0,"Early Pliocene","",5.333,3.6,9452,"gp_mid",177.88,-41.52,"806",1,4.4665,"zanclean",1
"10534",41032,"col","Seroe Domi",-68.900002,12.1,"Salina, salina_57, Curacao",NA,"Reef 3330",8,"Zanclean","",5.333,3.6,11055,"gp_mid",-67.7,12.33,"203",1,4.4665,"zanclean",1
"10535",41033,"col","Seroe Domi",-68.900002,12.1,"Salina, salina_50, Curacao",NA,"Reef 3330",9,"Zanclean","",5.333,3.6,11055,"gp_mid",-67.7,12.33,"203",1,4.4665,"zanclean",1
"10536",41034,"col","Seroe Domi",-68.900002,12.1,"Salina, salina_55, Curacao",NA,"Reef 3330",9,"Zanclean","",5.333,3.6,11055,"gp_mid",-67.7,12.33,"203",1,4.4665,"zanclean",1
"10537",41035,"col","Seroe Domi",-68.900002,12.1,"Salina, salina_35, Curacao",NA,"Reef 3330",7,"Zanclean","",5.333,3.6,11055,"gp_mid",-67.7,12.33,"203",1,4.4665,"zanclean",1
"10556",41070,"col","Cercado",-71.183334,19.533333,"Gurabo Adentro, Gurabo_11, Dominican Republic",NA,"Reef 3331",11,"Zanclean","",5.333,3.6,11055,"gp_mid",-70.19,19.94,"252",1,4.4665,"zanclean",1
"10557",41071,"col","Cercado",-71.183334,19.533333,"Gurabo Adentro, Gurabo_12, Dominican Republic",NA,"Reef 3331",9,"Zanclean","",5.333,3.6,11055,"gp_mid",-70.19,19.94,"252",1,4.4665,"zanclean",1
"10558",41072,"col","",-83.416664,10.25,"Brazo Seco, Costa Rica",NA,"Reef 2681",8,"Zanclean","",5.333,3.6,11055,"gp_mid",-82.63,10.89,"204",1,4.4665,"zanclean",1
"10572",41114,"col","Cercado",-71.183334,19.533333,"Gurabo Adentro, Gurabo_9",NA,"",6,"Zanclean","",5.333,3.6,11055,"gp_mid",-70.19,19.94,"252",1,4.4665,"zanclean",1
"10756",41496,"col","Tamiami",-82.014999,26.885,"Charlotte Harbor area [Tamiami Fm]",NA,"",9,"Early Pliocene","",5.333,3.6,11119,"gp_mid",-80.55,27.53,"109",1,4.4665,"zanclean",1
"10796",41541,"col","Mare",-64,10,"Locality F, Venezuela - Weisbord (1964)",NA,"Locality F",83,"Early Pliocene","",5.333,3.6,11132,"gp_mid",-62.82,10.19,"201",1,4.4665,"zanclean",1
"10797",41542,"col","Mare",-64,10,"Locality G, Venezuela - Weisbord (1964)",NA,"Locality G",5,"Early Pliocene","",5.333,3.6,11132,"gp_mid",-62.82,10.19,"201",1,4.4665,"zanclean",1
