"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"189",1412,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M25/5",NA,"",4,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"190",1469,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M25/2",NA,"",8,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"192",1471,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M28/10",NA,"",15,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"193",1468,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M40/1",NA,"",17,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"208",1489,"col","Kap Leslie",-21.969999,70.480003,"Milne Land CH234834",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"209",1490,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M 28/1",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"210",1491,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M 28/5",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"211",1492,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M 28/2",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"212",1493,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M 28/4",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"215",1406,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M25/3",NA,"",10,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"216",1405,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M25/4",NA,"",14,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"217",1472,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M41",NA,"",9,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"225",1503,"col","Kap Leslie",-21.969999,70.480003,"Milne Land CH/8",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"227",1509,"col","Trigonia clavellata",-2.283333,50.799999,"Dorset BH 21c-d",NA,"",0,"Oxfordian","",163.5,157.3,41,"gp_mid",15.75,33.38,"315",1,160.4,"oxfordian"
"247",1470,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M25/1",NA,"",9,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
"248",1464,"col","Kap Leslie",-21.969999,70.480003,"Milne Land M40/2",NA,"",15,"Oxfordian","",163.5,157.3,41,"gp_mid",17.16,47.18,"102",1,160.4,"oxfordian"
