"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"5214",28929,"col","",8,48,"Engstlatt 14",NA,"",9,"Hettangian","",201.3,199.3,7918,"gp_mid",18.49,36.1,"305",1,200.3,"hettangian"
"5215",28930,"col","",8,48,"Engstlatt 15",NA,"",4,"Hettangian","",201.3,199.3,7918,"gp_mid",18.49,36.1,"305",1,200.3,"hettangian"
"5220",28945,"col","Kardosret",17,47,"Szesztra-hegy, Kardosret",NA,"",9,"Hettangian","",201.3,199.3,7636,"gp_mid",32.07,26.61,"308",1,200.3,"hettangian"
"5241",29053,"col","Kendlbach",13,46,"Mittenwald",NA,"",3,"Hettangian","",201.3,199.3,7634,"gp_mid",29.12,27.9,"307",1,200.3,"hettangian"
"5242",29054,"col","Kendlbach",13,47,"Hochleitengraben",NA,"",4,"Hettangian","",201.3,199.3,7634,"gp_mid",29.95,28.58,"307",1,200.3,"hettangian"
"5243",29055,"col","Kendlbach",13,47,"Saubachgraben",NA,"",4,"Hettangian","",201.3,199.3,7634,"gp_mid",29.95,28.58,"307",1,200.3,"hettangian"
"5244",29056,"col","Kendlbach",13,47,"Breitenberg",NA,"",4,"Hettangian","",201.3,199.3,7634,"gp_mid",29.95,28.58,"307",1,200.3,"hettangian"
"5245",29058,"col","Kendlbach",11,47,"Vorderer (Unterer) Ampelsbach",NA,"",5,"Hettangian","",201.3,199.3,7634,"gp_mid",28.9,29.6,"307",1,200.3,"hettangian"
"5246",29060,"col","Kendlbach",12,47,"Eiberg Hettangian brachiopods",NA,"",4,"Hettangian","",201.3,199.3,7634,"gp_mid",29.42,29.09,"307",1,200.3,"hettangian"
"5750",31914,"col","",-8.466667,40.5,"Hettangian, Sangalhos, Portugal",NA,"",7,"Hettangian","",201.3,199.3,8562,"gp_mid",8.36,27.96,"304",1,200.3,"hettangian"
"5773",32020,"col","",8.45,47.700001,"Asteroidea, Hettangian, Hallau",NA,"",1,"Hettangian","",201.3,199.3,8591,"gp_mid",19,35.98,"305",1,200.3,"hettangian"
"6452",33326,"col","",-69.833336,-34.833332,"Arroyo Malo, Atuel River, Mendoza, Argentina",NA,"",1,"Hettangian","",201.3,199.3,8859,"gp_mid",-14.69,-42.21,"291",1,200.3,"hettangian"
"6475",33356,"col","Sutton",-3.505,51.449001,"Sutton Stone, Southerndown, Ogmore-by-Sea, South Wales",NA,"",8,"Hettangian","",201.3,199.3,8862,"gp_mid",8.38,35.81,"315",1,200.3,"hettangian"
"6505",33383,"col","Kingak",-137.75,68.333336,"Bonnet Lake, Richardson Mountains, Yukon Territory, Canada",NA,"GSC 38800; GSC 39366",9,"Hettangian","",201.3,199.3,8866,"gp_mid",-50.38,46.34,"101",1,200.3,"hettangian"
"6596",33490,"col","",-4.1,52.817001,"Mochras Borehole 1, near Llanbedr, North Wales",NA,"",3,"Hettangian","",201.3,199.3,8883,"gp_mid",7.24,36.89,"315",1,200.3,"hettangian"
"6603",33502,"col","",9.95,52.317001,"Sample X/1 (99608), Mittelland canal, Sehnde, Lower Saxony",NA,"",4,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6604",33503,"col","",9.95,52.317001,"Sample X/2 (99609), Mittelland canal, Sehnde, Lower Saxony",NA,"",4,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6606",33505,"col","",9.95,52.317001,"Sample X/5 (99611), Mittelland canal, Sehnde, Lower Saxony",NA,"",3,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6607",33506,"col","",9.95,52.317001,"Sample X/6 (99612), Mittelland canal, Sehnde, Lower Saxony",NA,"",3,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6608",33507,"col","",9.95,52.317001,"Sample X/9 (99613), Mittelland canal, Sehnde, Lower Saxony",NA,"",10,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6609",33508,"col","",9.95,52.317001,"Sample X/10 (99614), Mittelland canal, Sehnde, Lower Saxony",NA,"",7,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6610",33509,"col","",9.95,52.317001,"Sample X/11 (99615), Mittelland canal, Sehnde, Lower Saxony",NA,"",3,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6611",33510,"col","",9.95,52.317001,"Sample X/14 (99618), Mittelland canal, Sehnde, Lower Saxony",NA,"",10,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6612",33511,"col","",9.95,52.317001,"Sample X/15 (99619), Mittelland canal, Sehnde, Lower Saxony",NA,"",1,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6613",33512,"col","",9.95,52.317001,"Sample X/16 (99620), Mittelland canal, Senhde, Lower Saxony",NA,"",9,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6622",33521,"col","",9.95,52.317001,"Sample X/37 (99631), Mittelland canal, Sehnde, Lower Saxony",NA,"",2,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6623",33522,"col","",9.95,52.317001,"Sample X/38 (99632), Mittelland canal, Sehnde, Lower Saxony",NA,"",10,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6624",33523,"col","",9.95,52.317001,"Sample X/39 (99633), Mittelland canal, Sehnde, Lower Saxony",NA,"",10,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
"6625",33524,"col","",9.95,52.317001,"Sample X/40 (99634), Mittelland canal, Sehnde, Lower Saxony",NA,"",11,"Hettangian","",201.3,199.3,8907,"gp_mid",17.18,40.48,"315",1,200.3,"hettangian"
