"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"1639",4869,"col","Lincoln Creek",-123.521385,47.27861,"Canyon River, CR3",NA,"LACMIP 16504, UWBM B6706",25,"Chattian","",28.1,23.03,290,"gp_mid",-109.44,51.89,"129",1,25.565,"chattian"
"2493",7738,"col","Sooke",-123.890419,48.403603,"Kirby Creek, upstream",NA,"Cornwall C, Cornwall E",8,"Chattian","",28.1,23.03,71158,"gp_mid",-109.76,53.02,"129",1,25.565,"chattian"
"2494",7737,"col","Sooke",-123.942802,48.386761,"French Beach Park",NA,"NP 71",0,"Chattian","",28.1,23.03,71158,"gp_mid",-109.82,53.01,"129",1,25.565,"chattian"
"2621",8211,"col","Upper Cyrena",19.083332,47.5,"Pilis-W. Cserhat Region, Hungary",NA,"",154,"Chattian","",28.1,23.03,528,"gp_mid",22.79,40.31,"308",1,25.565,"chattian"
"2964",9170,"col","Brejning Clay",9.75,56.166668,"Mollusc species from Norre Vissing, clay-pit of Galten Brickworks, Denmark",NA,"",100,"Chattian","",28.1,23.03,796,"gp_mid",13.67,51.46,"302",1,25.565,"chattian"
"2970",9176,"col","Vejle Fjord",11.883333,55.183334,"Mogenstrup section",NA,"",75,"Chattian","",28.1,23.03,797,"gp_mid",15.5,50.42,"302",1,25.565,"chattian"
"3220",11601,"col","Jewett",-118.848335,35.492779,"Pyramid Hill Sand Member grit zone",NA,"LACMVP Loc. 1603, 1626, 1627; UCMP Loc. V-7032",89,"Chattian","",28.1,23.03,10315,"gp_mid",-105.16,39.96,"130",1,25.565,"chattian"
"3254",12121,"col","",43.548332,42.53278,"Cedisi Village",NA,"",1,"Chattian","",28.1,23.03,6018,"gp_mid",44.11,37.53,"511",1,25.565,"chattian"
"3648",13074,"col","Parachucla",-82.780998,30.339001,"Suwannee River",NA,"UF White Springs 3A, FGS Loc. No. 82",1,"Chattian","",28.1,23.03,4356,"gp_mid",-71.93,33.15,"109",1,25.565,"chattian"
"3649",13076,"col","Parachucla",-82.734985,30.328981,"White Springs 1A, marine",17859,"UF CO48",3,"Chattian","",28.1,23.03,4356,"gp_mid",-71.89,33.13,"109",1,25.565,"chattian"
"3657",13096,"col","Karaginskaya",51.431946,43.819443,"Karagiya",NA,"",6,"Chattian","",28.1,23.03,4365,"gp_mid",51.39,38.98,"402",1,25.565,"chattian"
"3659",13100,"col","Abel Head",172.751389,-40.512779,"Fossil Point",NA,"S1/f526, Puponga",2,"Duntroonian","",27.3,25.2,4368,"gp_mid",-175.48,-46.24,"806",1,26.25,"chattian"
"3904",17860,"col","Parachucla",-82.800003,30.200001,"White Springs 3B",NA,"UF C061",26,"Chattian","",28.1,23.03,2610,"gp_mid",-71.97,33.01,"109",1,25.565,"chattian"
"4141",22968,"col","",-1.05,43.75,"Le Bois, Escornebeou, Landes, France",NA,"Reef 1985",23,"Chattian","",28.1,23.03,6613,"gp_mid",2.72,39.49,"305",1,25.565,"chattian"
"4401",24149,"col","Gornji Grad Beds",14.8,46.283333,"Gornji Grad, Coral facies, Slovenia",NA,"Reef 3189",10,"Chattian","",28.1,23.03,6826,"gp_mid",18.74,39.68,"307",1,25.565,"chattian"
"4552",25370,"col","Castro Limestone",18.433332,40,"S. Cesarea, Castro, Italy",NA,"Reef 687",14,"Chattian","",28.1,23.03,7106,"gp_mid",20.55,33.02,"307",1,25.565,"chattian"
"4553",25371,"col","Castro Limestone",18.383333,39.849998,"Ciolo, Castro, reef flat, Italy",NA,"Reef 687",15,"Chattian","",28.1,23.03,7106,"gp_mid",20.47,32.88,"307",1,25.565,"chattian"
"4554",25372,"col","Castro Limestone",18.383333,40.033333,"Vitigliano, Castro, back reef, Italy",NA,"Reef 687",23,"Chattian","",28.1,23.03,7106,"gp_mid",20.51,33.06,"307",1,25.565,"chattian"
"4555",25374,"col","Castro Limestone",18.433332,40.016666,"Porto Miggiano, Castro, prox. fore reef, Italy",NA,"Reef 687",13,"Chattian","",28.1,23.03,7106,"gp_mid",20.55,33.03,"307",1,25.565,"chattian"
"4556",25375,"col","Castro Limestone",18.416668,40,"Zinzulusa, Castro, dist. fore reef, Italy",NA,"Reef 687",10,"Chattian","",28.1,23.03,7106,"gp_mid",20.53,33.02,"307",1,25.565,"chattian"
"4901",27540,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrop 64",NA,"Reef 693",7,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"4902",27541,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrop 63",NA,"Reef 693",13,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"4903",27542,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrop 62",NA,"Reef 693",2,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"4904",27543,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrop 61",NA,"Reef 693",6,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"4905",27544,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrops 58-60",NA,"Reef 693",9,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"4906",27545,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrop 29",NA,"Reef 693",7,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"4907",27546,"col","",8.266667,44.383331,"Cairo Montenotte, Italy, outcrops 26-28, 30-31",NA,"Reef 693",21,"Chattian","",28.1,23.03,7592,"gp_mid",12.44,38.74,"307",1,25.565,"chattian"
"5466",31270,"col","La Quinta",-92.883331,17.116667,"Pueblo Nuevo, Chiapas, Mexico",NA,"Reef 2881",4,"Chattian","",28.1,23.03,8422,"gp_mid",-84.08,21.16,"205",1,25.565,"chattian"
"5467",31271,"col","La Quinta",-92.883331,17.116667,"Pueblo Nuevo reef, Chiapas, Mexico",NA,"Reef 2881",28,"Chattian","",28.1,23.03,8422,"gp_mid",-84.08,21.16,"205",1,25.565,"chattian"
"5765",32012,"col","",11.816667,53.716667,"Echinoderms, Late Oligocene, Sternberg",NA,"",74,"Chattian","",28.1,23.03,8584,"gp_mid",15.32,48.95,"315",1,25.565,"chattian"
"7079",34408,"col","Tayran",34.866669,28.433332,"Jabal Tayran, Wadi al Kils, reef facies, Saudi Arabia",NA,"Reef 3229",7,"Chattian","",28.1,23.03,9057,"gp_mid",34.67,19.61,"503",1,25.565,"chattian"
"7080",34409,"col","Tayran",34.866669,28.433332,"Jabal Tayran, Wadi al Kils, Saudi Arabia",NA,"",10,"Chattian","",28.1,23.03,9057,"gp_mid",34.67,19.61,"503",1,25.565,"chattian"
"7098",34498,"col","Abu Hashish",18.833332,29.166668,"Abu Hashish, Libya",NA,"",9,"Chattian","",28.1,23.03,4061,"gp_mid",20.68,22.33,"715",1,25.565,"chattian"
"7104",34504,"col","Antigua",-61.683334,17.033333,"Little Cove, Antigua",NA,"Reef 2072",11,"Chattian","",28.1,23.03,9106,"gp_mid",-56.33,17.59,"234",1,25.565,"chattian"
"7105",34505,"col","Antigua",-61.733334,17.033333,"Willoughby Bay",NA,"Reef 2072",21,"Chattian","",28.1,23.03,12754,"gp_mid",-56.38,17.59,"234",1,25.565,"chattian"
"7335",35119,"col","Naseby Greensand",170.120499,-45.015499,"Naseby GS 1588",NA,"GSNZ coll. 1588",12,"Chattian","",28.1,23.03,9450,"gp_mid",-169.76,-46.85,"807",1,25.565,"chattian"
"7751",36242,"col","Molare",8.2,44.366669,"Valzemola reef, Section A-1, Italy",NA,"Reef 882",8,"Chattian","",28.1,23.03,9719,"gp_mid",12.37,38.73,"307",1,25.565,"chattian"
"7752",36243,"col","Molare",8.2,44.366669,"Valzemola reef, Section A-2, Italy",NA,"Reef 882",1,"Chattian","",28.1,23.03,9719,"gp_mid",12.37,38.73,"307",1,25.565,"chattian"
"7753",36244,"col","Molare",8.2,44.366669,"Valzemola reef, Section B-3, Italy",NA,"Reef 882",15,"Chattian","",28.1,23.03,9719,"gp_mid",12.37,38.73,"307",1,25.565,"chattian"
"7754",36245,"col","Molare",8.2,44.366669,"Valzemola reef, Section B-4, Italy",NA,"Reef 882",6,"Chattian","",28.1,23.03,9719,"gp_mid",12.37,38.73,"307",1,25.565,"chattian"
"7755",36246,"col","Molare",8.2,44.366669,"Valzemola reef, Section C-3, Italy",NA,"Reef 882",10,"Chattian","",28.1,23.03,9719,"gp_mid",12.37,38.73,"307",1,25.565,"chattian"
