"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"4",120576,"col","La Meseta",-56.599998,-64.216667,"DJ 153",NA,"",1,"Ypresian","",56,47.8,38549,"gp_mid",-67.39,-61.85,"803",1,51.9,"ypresian"
"55",1209,"col","Bashi",-86.861389,31.971111,"H76-79-2, Bashi Formation, Alabama",NA,"",0,"Ypresian","",56,47.8,38,"gp_mid",-63.27,35.4,"109",1,51.9,"ypresian"
"926",3260,"col","London Clay",0.833333,51.400002,"Miramar Crinoid Bed, Isle of Sheppey",NA,"",58,"Ypresian","",56,47.8,151,"gp_mid",8.27,42.57,"315",1,51.9,"ypresian"
"927",3261,"col","London Clay",-0.783333,50.833332,"Chichester Harbour, West Sussex",NA,"",29,"Ypresian","",56,47.8,152,"gp_mid",6.84,42.09,"315",1,51.9,"ypresian"
"928",3266,"col","London Clay",-1.285,50.886002,"Division B2, Bursledon Brickworks",NA,"",88,"Ypresian","",56,47.8,154,"gp_mid",6.42,42.17,"315",1,51.9,"ypresian"
"929",3267,"col","London Clay",-1.285,50.886002,"Barnea bed, Bursledon Brickworks",NA,"",74,"Ypresian","",56,47.8,154,"gp_mid",6.42,42.17,"315",1,51.9,"ypresian"
"930",3268,"col","London Clay",-1.285,50.886002,"Division C, Bursledon Brickworks",NA,"",64,"Ypresian","",56,47.8,154,"gp_mid",6.42,42.17,"315",1,51.9,"ypresian"
"1850",5494,"col","Bateque",-113.083336,26.933332,"CSUN Loc. 1219 [Bateque Fm]",NA,"",3,"Ypresian","",56,47.8,322,"gp_mid",-88.52,32.59,"105",1,51.9,"ypresian"
"1851",5495,"col","Bateque",-113,26.75,"CSUN Loc. 1220a [Bateque Fm]",NA,"",12,"Ypresian","",56,47.8,322,"gp_mid",-88.47,32.4,"105",1,51.9,"ypresian"
"1852",5496,"col","Bateque",-113,26.75,"CSUN Loc. 1220b [Bateque Fm]",NA,"",58,"Ypresian","",56,47.8,322,"gp_mid",-88.47,32.4,"105",1,51.9,"ypresian"
"1853",5497,"col","Bateque",-113,26.75,"CSUN Loc. 1220c [Bateque Fm]",NA,"",7,"Ypresian","",56,47.8,322,"gp_mid",-88.47,32.4,"105",1,51.9,"ypresian"
"1855",5502,"col","Bateque",-112.936943,26.666668,"CSUN Loc. 1291b [Bateque Fm]",NA,"",7,"Ypresian","",56,47.8,322,"gp_mid",-88.41,32.31,"105",1,51.9,"ypresian"
"1856",5499,"col","Bateque",-112.936943,26.666668,"CSUN Loc. 1291a [Bateque Fm]",NA,"",15,"Ypresian","",56,47.8,322,"gp_mid",-88.41,32.31,"105",1,51.9,"ypresian"
"1860",5506,"col","Bateque",-112.73333,26.5,"CSUN Loc. 1470 [Bateque Fm]",NA,"",26,"Ypresian","",56,47.8,322,"gp_mid",-88.23,32.12,"105",1,51.9,"ypresian"
