"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"599",2114,"col","",40.259724,43.30389,"Gagra 3",NA,"",11,"Hauterivian","",132.9,129.4,62,"gp_mid",56.58,29.22,"511",1,131.15,"hauterivian"
"607",2159,"col","Taraises",-102.083336,26.983334,"Loc. 20, Sierra de Parras [Taraises Fm]",NA,"",1,"Hauterivian","",132.9,129.4,65,"gp_mid",-41.96,26.91,"101",1,131.15,"hauterivian"
"608",2160,"col","Taraises",-102.083336,26.983334,"Loc. 42, Sierra de Parras [Taraises Fm]",NA,"",1,"Hauterivian","",132.9,129.4,65,"gp_mid",-41.96,26.91,"101",1,131.15,"hauterivian"
"609",2161,"col","Carbonera",-102.083336,26.983334,"58-Coahuila",NA,"",6,"Hauterivian","",132.9,129.4,65,"gp_mid",-41.96,26.91,"101",1,131.15,"hauterivian"
"613",2119,"col","Kaliste",21.279167,49.424999,"Butkov Quarry2(CZE)",NA,"",32,"Hauterivian","",132.9,129.4,63,"gp_mid",40.69,34.28,"305",1,131.15,"hauterivian"
"615",2260,"col","Alikper",54.5,39.599998,"Bolshoy Balkan-1",NA,"",22,"Hauterivian","",132.9,129.4,69,"gp_mid",69.18,27.22,"402",1,131.15,"hauterivian"
"616",2261,"col","Alikper",54.5,39.599998,"Bolshoy Balkhan-2",NA,"",5,"Hauterivian","",132.9,129.4,69,"gp_mid",69.18,27.22,"402",1,131.15,"hauterivian"
"617",2262,"col","Alikper",54.5,39.599998,"Bolshoy Balkhan-3",NA,"",4,"Hauterivian","",132.9,129.4,69,"gp_mid",69.18,27.22,"402",1,131.15,"hauterivian"
"618",2263,"col","Alikper",61.716667,35.466667,"Bolshoy Balkhan-4",NA,"Reef 2355",16,"Hauterivian","",132.9,129.4,69,"gp_mid",76.31,24.29,"402",1,131.15,"hauterivian"
"619",2264,"col","Alikper",54.5,39.599998,"Bolshoy Balkhan-5",NA,"",12,"Hauterivian","",132.9,129.4,69,"gp_mid",69.18,27.22,"402",1,131.15,"hauterivian"
"738",2521,"col","",45,56,"Mena River-6",NA,"",2,"Hauterivian","",132.9,129.4,73,"gp_mid",58,42.23,"302",1,131.15,"hauterivian"
"4042",74568,"col","",5.116667,43.383331,"Les Tourre, Valtrede",NA,"Reef 3619",1,"Hauterivian","",132.9,129.4,25065,"gp_mid",27.57,28.4,"305",1,131.15,"hauterivian"
"4043",74567,"col","",5.466667,43.233334,"Le Logisson, Marseille",NA,"Reef 3618",1,"Hauterivian","",132.9,129.4,25065,"gp_mid",27.85,28.24,"305",1,131.15,"hauterivian"
"5970",32568,"col","",-135.583328,68.205559,"C-47872",NA,"GSC loc. C-47872, 35 m above base of division, (Coal-bearing division of the Martin Creek Section, south bank)",2,"Hauterivian","",132.9,129.4,8775,"gp_mid",-36.34,72.61,"101",1,131.15,"hauterivian"
"5971",32569,"col","",-135.583328,68.205559,"C-47870",NA,"GSC loc. C-47870, 3 m above base of division, (Coal-bearing division of the Martin Creek Section, south bank)",3,"Hauterivian","",132.9,129.4,8775,"gp_mid",-36.34,72.61,"101",1,131.15,"hauterivian"
"8779",37867,"col","",-9.705833,30.599722,"Addar 173a, Cap Ghir",NA,"",1,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"8780",37868,"col","",-9.705833,30.599722,"Addar 173b, Cap Ghir",NA,"",3,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"8781",37869,"col","",-9.705833,30.599722,"Addar 173c, Cap Ghir",NA,"",5,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"8789",37877,"col","",-9.705833,30.599722,"Addar 177a, Cap Ghir",NA,"",1,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"8790",37878,"col","",-9.705833,30.599722,"Addar 177b, Cap Ghir",NA,"",1,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"9074",38252,"col","",-9.707778,30.6075,"Ain Hammouch 205a, Cap Ghir",NA,"",2,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"9075",38253,"col","",-9.707778,30.6075,"Ain Hammouch 205b, Cap Ghir",NA,"",1,"Hauterivian","",132.9,129.4,7668,"gp_mid",8.41,21.28,"707",1,131.15,"hauterivian"
"13725",45672,"col","Days Creek",-123.363052,42.951111,"USGS Mesozoic Locality 905, Cow Creek",NA,"",3,"Hauterivian","",132.9,129.4,12044,"gp_mid",-57.46,45.67,"129",1,131.15,"hauterivian"
