"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"3036",121810,"col","",-136.433334,68.25,"GSC C-4229, Richardson Mountains",NA,"",1,"Artinskian","",290.1,279.3,29759,"gp_mid",-20.59,38.48,"101",1,284.7,"artinskian"
"3037",121811,"col","",-136.433334,68.25,"GSC C-4230, Richardson Mountains",NA,"",1,"Artinskian","",290.1,279.3,29759,"gp_mid",-20.59,38.48,"101",1,284.7,"artinskian"
"3070",121775,"col","Great Bear Cape",-87.610001,77.364998,"GSC 58977, Great Bear Cape, Ellesmere Island",NA,"",2,"Artinskian","",290.1,279.3,29759,"gp_mid",0.78,31.3,"106",1,284.7,"artinskian"
"3079",10266,"col","Jungle Creek",-140.899994,64.974998,"GSC 57247, Section 116C-2, Tatonduk River",NA,"",1,"Artinskian","",290.1,279.3,3813,"gp_mid",-25.34,38.81,"101",1,284.7,"artinskian"
"3118",10471,"col","Pequop",-115.163002,40.230999,"UCMP D-5626, High Bald Peaks, Medicine Range",NA,"",18,"Artinskian","",290.1,279.3,16473,"gp_mid",-36.8,11.85,"101",1,284.7,"artinskian"
"3124",10650,"col","Pequop",-115.163002,40.230999,"UCMP D-5627, High Bald Peaks, Medicine Range",NA,"",11,"Artinskian","",290.1,279.3,16473,"gp_mid",-36.8,11.85,"101",1,284.7,"artinskian"
"3125",10651,"col","Arcturus",-113.709999,39.375,"UCMP D-5586, Confusion Range",NA,"",22,"Artinskian","",290.1,279.3,16473,"gp_mid",-36.5,10.48,"101",1,284.7,"artinskian"
"3126",10653,"col","Pequop",-115.163002,40.230999,"UCMP D-5621, High Bald Peaks, Medicine Range",NA,"",16,"Artinskian","",290.1,279.3,3837,"gp_mid",-36.8,11.85,"101",1,284.7,"artinskian"
"3127",10654,"col","Pequop",-115.157997,40.234001,"UCMP D-5614, High Bald Peaks, Medicine Range",NA,"",10,"Artinskian","",290.1,279.3,16473,"gp_mid",-36.79,11.85,"101",1,284.7,"artinskian"
"3233",11961,"col","Pequop",-115.157997,40.234001,"UCMP D-5615, High Bald Peaks, Medicine Range",NA,"",9,"Artinskian","",290.1,279.3,16473,"gp_mid",-36.79,11.85,"101",1,284.7,"artinskian"
"3234",11962,"col","Pequop",-115.160004,40.233002,"UCMP D-5617, High Bald Peaks, Medicine Range",NA,"",10,"Artinskian","",290.1,279.3,16473,"gp_mid",-36.79,11.85,"101",1,284.7,"artinskian"
"3235",11963,"col","Arcturus",-113.709999,39.375,"UCMP D-5575, Confusion Range",NA,"",5,"Artinskian","",290.1,279.3,3837,"gp_mid",-36.5,10.48,"101",1,284.7,"artinskian"
"3236",11964,"col","Pequop",-114.981003,39.210999,"UCMP D-5540, Murry Summit",NA,"",13,"Artinskian","",290.1,279.3,16473,"gp_mid",-37.37,10.99,"101",1,284.7,"artinskian"
"3237",11965,"col","Arcturus",-115.190002,39.630001,"SJS-502, Eastern Butte Mountains",NA,"",2,"Artinskian","",290.1,279.3,29891,"gp_mid",-37.22,11.42,"101",1,284.7,"artinskian"
"3238",108002,"col","Pequop",-115.387001,39.445999,"SJS-517, Divide Spring",NA,"",1,"Artinskian","",290.1,279.3,29891,"gp_mid",-37.46,11.38,"101",1,284.7,"artinskian"
"3653",13083,"col","Whitehill",23.116667,-31.4,"Victoria West District",NA," (""Dwyka Formation"") Karoo, Karroo",1,"Artinskian","",290.1,279.3,4307,"gp_mid",-47.63,-62.51,"701",1,284.7,"artinskian"
"5538",31414,"col","Hambergfjellet",23.25,73.25,"Mcore D84-15/1 Permian stratigraphy of the Svalis Dome,south-western Barents Sea",NA,"",7,"Artinskian","",290.1,279.3,8480,"gp_mid",18.74,30.33,"311",1,284.7,"artinskian"
"7468",35515,"col","Piqiang",77.93,39.75,"Uzunbulak Section, Bed 15, Piqiang, Artux City",NA,"",9,"Artinskian","",290.1,279.3,9594,"gp_mid",79.39,20.42,"601",1,284.7,"artinskian"
"7469",35516,"col","Wutankule",77.93,39.75,"Uzunbulak Section, Bed 16, Piqiang, Artux City",NA,"",16,"Artinskian","",290.1,279.3,9594,"gp_mid",79.39,20.42,"601",1,284.7,"artinskian"
"9364",38895,"col","Cundlego",114.449997,-23.85,"UWA locality C37.1, Wandagee Station",NA,"",2,"Artinskian","",290.1,279.3,10520,"gp_mid",96.74,-59.23,"801",1,284.7,"artinskian"
"9365",38896,"col","Quinnanie",114.900002,-23.9,"BMR locality 7864/0161, Minilya Run",NA,"",1,"Artinskian","",290.1,279.3,10520,"gp_mid",97.49,-59.39,"801",1,284.7,"artinskian"
"9366",38897,"col","Noonkanbah",124.364998,-17.379999,"Mount Marmion, Kimberley Downs Homestead",NA,"",1,"Artinskian","",290.1,279.3,10520,"gp_mid",115.59,-54.46,"801",1,284.7,"artinskian"
"9373",38904,"col","Madeline",115.68,-25.799999,"BMR locality WB77, Mount Madeline",NA,"",2,"Artinskian","",290.1,279.3,10520,"gp_mid",97.81,-61.41,"801",1,284.7,"artinskian"
"9480",39157,"col","Bird Spring",-114.791115,36.600555,"UCMP D-5252, Lookout Hill, Southern Arrow Canyon Range",NA,"",50,"Artinskian","",290.1,279.3,10571,"gp_mid",-38.98,8.92,"101",1,284.7,"artinskian"
"9987",39937,"col","Tiverton",148.167007,-20.976,"UQ L3725, Exmoor Homestead",NA,"",23,"Artinskian","",290.1,279.3,10837,"gp_mid",155.36,-54.68,"801",1,284.7,"artinskian"
"10643",41340,"col","",-77.915001,-6.75,"AMNH286, Bed 7, Cerro Caya Caya Section 18",NA,"",8,"Artinskian","",290.1,279.3,11104,"gp_mid",-49.27,-18.41,"201",1,284.7,"artinskian"
"10644",41341,"col","",-77.915001,-6.75,"AMNH286, Bed 8, Cerro Caya Caya Section 18",NA,"",3,"Artinskian","",290.1,279.3,11104,"gp_mid",-49.27,-18.41,"201",1,284.7,"artinskian"
"10956",41773,"col","",167.90802,-45.77216,"GS5613, Letham Burn (D44/f9559)",NA,"",4,"Artinskian","",290.1,279.3,14319,"gp_mid",-159.41,-66.72,"807",1,284.7,"artinskian"
"10960",41775,"col","",167.802277,-45.842411,"GS5885, Wairaki Gorge (D44/f9604)",NA,"",28,"Artinskian","",290.1,279.3,14318,"gp_mid",-159.65,-66.75,"807",1,284.7,"artinskian"
"10968",41782,"col","",167.887772,-45.721741,"GS6393, McLean Peaks (D44/f9651)",NA,"",2,"Artinskian","",290.1,279.3,38566,"gp_mid",-159.38,-66.67,"807",1,284.7,"artinskian"
"10969",41783,"col","",167.94693,-45.696449,"GS6612, Spence Burn (D44/f9755)",NA,"",4,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.26,-66.66,"807",1,284.7,"artinskian"
"10973",41787,"col","",167.955795,-45.788052,"GS7807, Letham Burn (D44/f9878)",NA,"",2,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.35,-66.75,"807",1,284.7,"artinskian"
"10976",41790,"col","",167.954422,-45.791302,"GS7818, Wairaki River (D44/f9888)",NA,"",2,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.35,-66.75,"807",1,284.7,"artinskian"
"10977",41791,"col","",167.809799,-45.844299,"GS9276, Wairaki River (D44/f9957)",NA,"",11,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.64,-66.75,"807",1,284.7,"artinskian"
"10978",41792,"col","",167.844543,-45.852821,"GS9278, Gibraltar Burn (D44/f9959)",NA,"",2,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.6,-66.77,"807",1,284.7,"artinskian"
"10979",41793,"col","",167.846893,-45.852901,"GS9279, Gibraltar Burn (D44/f9960)",NA,"",5,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.59,-66.77,"807",1,284.7,"artinskian"
"10983",41795,"col","",167.949997,-45.799999,"GS9391, Rock Hut Road",NA,"",1,"Artinskian","",290.1,279.3,11176,"gp_mid",-159.37,-66.76,"807",1,284.7,"artinskian"
"10987",41798,"col","Wesney Siltstone",167.833328,-45.166668,"Wesney Siltstone, East Eglinton Gorge, Southland",NA,"",1,"Artinskian","",290.1,279.3,11176,"gp_mid",-158.85,-66.15,"807",1,284.7,"artinskian"
"11671",42680,"col","Yessabah",152.699997,-31.1,"Gowings Mountain, Manning-Macleay Basin",NA,"",1,"Artinskian","",290.1,279.3,11352,"gp_mid",170.95,-61.97,"801",1,284.7,"artinskian"
"11813",42907,"col","Aiduna",135.78334,-4.133333,"Mapia River 80D245",NA,"",12,"Artinskian","",290.1,279.3,11386,"gp_mid",139.88,-40.88,"800",1,284.7,"artinskian"
"12033",120546,"col","Buffel",150.287003,-25.370001,"UQ L4875, Buffel Hill, Cracow Station",NA,"",1,"Artinskian","",290.1,279.3,27368,"gp_mid",161.71,-57.96,"801",1,284.7,"artinskian"
"12076",120495,"col","",167.843933,-45.80838,"GS9280, Scrubby Hut, Gibraltar Burn (D44/f9961)",NA,"",1,"Artinskian","",290.1,279.3,28049,"gp_mid",-159.55,-66.73,"807",1,284.7,"artinskian"
"12081",120494,"col","",168.183426,-45.836441,"OU2987, Spence Burn, Takitimu Range (E44/f8700)",NA,"",1,"Artinskian","",290.1,279.3,33746,"gp_mid",-159.04,-66.86,"807",1,284.7,"artinskian"
"12130",120493,"col","",168.806458,-45.92482,"GS10265, Pyramid Bridge, Mataura River (F45/f6532)",NA,"",1,"Artinskian","",290.1,279.3,33746,"gp_mid",-158.15,-67.13,"807",1,284.7,"artinskian"
"12146",120491,"col","Noonkanbah",124.684998,-18.365,"Machell's Pyramid, west Kimbereley",NA,"",1,"Artinskian","",290.1,279.3,30058,"gp_mid",116,-55.47,"801",1,284.7,"artinskian"
"12160",120541,"col","Buffel",150.285995,-25.365,"UQ L4532, Buffel Hill, Cracow Homestead",NA,"",1,"Artinskian","",290.1,279.3,27368,"gp_mid",161.7,-57.96,"801",1,284.7,"artinskian"
"12162",120540,"col","Buffel",150.283997,-25.377001,"UQ L4559, Buffel Hill, Cracow Homestead",NA,"",1,"Artinskian","",290.1,279.3,27368,"gp_mid",161.71,-57.97,"801",1,284.7,"artinskian"
"12212",43460,"col","Skinner Ranch",-103.434723,30.205557,"USNM700o, Dugout Mountain, Glass Mountains",NA,"",5,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.34,-1.91,"101",1,284.7,"artinskian"
"12257",43520,"col","Hess",-103.083336,30.416668,"USNM703j, Hess Formation, Montgomery Ranch, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-34.97,-1.91,"101",1,284.7,"artinskian"
"12258",43525,"col","Skinner Ranch",-103.345833,30.26111,"USNM703y, Skinner Ranch Fm. (Poplar Tank Mb.), Lenox Hills, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.24,-1.91,"101",1,284.7,"artinskian"
"12263",43531,"col","Skinner Ranch",-103.347221,30.26111,"USNM704y, Skinner Ranch Fm. (Sullivan Peak Mb.), Lenox Hills, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.24,-1.91,"101",1,284.7,"artinskian"
"12265",43533,"col","Lenox Hills",-103.212997,30.353001,"USNM705, Hess Ranch, Glass Mountains",NA,"Reef 289",19,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.09,-1.9,"101",1,284.7,"artinskian"
"12268",43535,"col","Skinner Ranch",-103.20417,30.377777,"USNM705b, Skinner Ranch Formation, Hess Ranch Horst, Glass Mountains",NA,"",9,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.07,-1.88,"101",1,284.7,"artinskian"
"12269",43540,"col","Lenox Hills",-103.228996,30.323999,"USNM705k, Leonard Mountain, Glass Mountains",NA,"Reef 289",22,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.12,-1.91,"101",1,284.7,"artinskian"
"12270",43541,"col","Skinner Ranch",-103.194443,30.377777,"USNM705l, Skinner Ranch Formation, Hess Ranch Horst, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.07,-1.89,"101",1,284.7,"artinskian"
"12272",43543,"col","Skinner Ranch",-103.27639,30.304167,"USNM705n, Skinner Ranch Formation, Hill 5280, Glass Mountains",NA,"",9,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.17,-1.91,"101",1,284.7,"artinskian"
"12273",43544,"col","Skinner Ranch",-103.27639,30.304167,"USNM705o, Skinner Ranch Formation, Hill 5280, Glass Mountains",NA,"",10,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.17,-1.91,"101",1,284.7,"artinskian"
"12274",43545,"col","Skinner Ranch",-103.231941,30.325001,"USNM705r, Skinner Ranch Formation, Leonard Mountain, Glass Mountains",NA,"",16,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.12,-1.91,"101",1,284.7,"artinskian"
"12288",43559,"col","Skinner Ranch",-103.346001,30.261999,"USNM707a, Lenox Hills, Glass Mountains",NA,"Reef 319",64,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.24,-1.91,"101",1,284.7,"artinskian"
"12293",43564,"col","Skinner Ranch",-103.321999,30.271999,"USNM707g, Lenox Hills, Glass Mountains",NA,"Reef 319",25,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.22,-1.91,"101",1,284.7,"artinskian"
"12294",43565,"col","Skinner Ranch",-103.33889,30.262501,"USNM707h, Skinner Ranch Fm. (Poplar Tank Mb.?), Lenox Hills, Glass Mountains",NA,"Reef 319",21,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.24,-1.91,"101",1,284.7,"artinskian"
"12296",43567,"col","Skinner Ranch",-103.354164,30.26111,"USNM707i, Skinner Ranch Fm. (Poplar Tank Mb.), Lenox Hills, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.25,-1.91,"101",1,284.7,"artinskian"
"12297",43568,"col","Lenox Hills",-103.346001,30.254,"USNM707j, Lenox Hills, Glass Mountains",NA,"",23,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.25,-1.92,"101",1,284.7,"artinskian"
"12299",43570,"col","Skinner Ranch",-103.327782,30.275,"USNM707l, Skinner Ranch Fm. (Decie Ranch Mb.), Lenox Hills, Glass Mountains",NA,"",18,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.22,-1.91,"101",1,284.7,"artinskian"
"12305",43576,"col","Skinner Ranch",-103.327782,30.276388,"USNM707t, Skinner Ranch Fm. (Sullivan Peak Mb.), Lenox Hills, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.22,-1.91,"101",1,284.7,"artinskian"
"12306",43577,"col","Skinner Ranch",-103.305557,30.276388,"USNM707u, Skinner Ranch Formation (base), Hill 5021, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.2,-1.92,"101",1,284.7,"artinskian"
"12307",43578,"col","Skinner Ranch",-103.324997,30.275,"USNM707v, Skinner Ranch Fm. (Decie Ranch Mb.), Lenox Hills, Glass Mountains",NA,"",7,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.22,-1.91,"101",1,284.7,"artinskian"
"12308",43579,"col","Skinner Ranch",-103.308998,30.274,"USNM707w, Lenox Hills, Glass Mountains",NA,"Reef 319",31,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.21,-1.92,"101",1,284.7,"artinskian"
"12309",43580,"col","Skinner Ranch",-103.309723,30.276388,"USNM707x, Skinner Ranch Fm. (Decie Ranch Mb.), Hill 5021, Glass Mountains",NA,"Reef 319",5,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.21,-1.91,"101",1,284.7,"artinskian"
"12310",43581,"col","Skinner Ranch",-103.304169,30.277779,"USNM707z, Skinner Ranch Formation (base), Hill 5021, Glass Mountains",NA,"Reef 319",5,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.2,-1.92,"101",1,284.7,"artinskian"
"12312",43583,"col","Skinner Ranch",-103.326385,30.275,"USNM708a, Skinner Ranch Fm. (Poplar Tank Mb.), Lenox Hills, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.22,-1.91,"101",1,284.7,"artinskian"
"12316",43588,"col","Skinner Ranch",-103.309723,30.279167,"USNM708q, Skinner Ranch Fm. (Decie Ranch Mb.), Hill 5021, Glass Mountains",NA,"Reef 319",20,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.21,-1.91,"101",1,284.7,"artinskian"
"12322",43594,"col","Skinner Ranch",-103.316666,30.269444,"USNM708z, Skinner Ranch Fm. (Decie Ranch Mb.), Lenox Hills, Glass Mountains",NA,"",1,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.22,-1.92,"101",1,284.7,"artinskian"
"12324",43596,"col","Skinner Ranch",-103.21389,30.355556,"USNM709a, Skinner Ranch Formation, Hess Ranch, Glass Mountains",NA,"",4,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.09,-1.9,"101",1,284.7,"artinskian"
"12327",43599,"col","Hess",-103.194443,30.359722,"USNM709g, Hess Formation, Hess Ranch, Glass Mountains",NA,"",2,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.08,-1.9,"101",1,284.7,"artinskian"
"12328",43600,"col","Hess",-103.194443,30.359722,"USNM709h, Hess Formation, Hess Ranch, Glass Mountains",NA,"",2,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.08,-1.9,"101",1,284.7,"artinskian"
"12329",43601,"col","Skinner Ranch",-103.351387,30.258333,"USNM709l, Skinner Ranch Fm. (Sullivan Peak Mb.), Lenox Hills, Glass Mountains",NA,"",2,"Artinskian","",290.1,279.3,11454,"gp_mid",-35.25,-1.91,"101",1,284.7,"artinskian"
