"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma"
"4233",11798,"col","",102.066666,25.016666,"Lufeng",NA,"",127,"Tortonian","",11.62,7.246,10883,"gp_mid",101.5,23.6,"611",9.433
"4946",13062,"col","Santa Margarita",-122.066666,37.077778,"UCMP V-70184, Granite Rock Company quarry",NA,"",1,"Tortonian","",11.62,7.246,4343,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"4970",13098,"col","Modelo",-118.199448,34.083611,"Lincoln Heights",NA,"",1,"Tortonian","",11.62,7.246,10152,"gp_mid",-114.35,35.74,"105",9.433
"5106",179776,"col","Aksucay",30.783333,37.266666,"Kargi section 15 meters, Aksu sub-basin",NA,"",12,"Tortonian","",11.62,7.246,59626,"gp_mid",31.18,35.41,"504",9.433
"5211",13522,"col","Entre Rios",-64.466667,-27.083332,"Rio Parana",NA,"",9,"Tortonian","",11.62,7.246,6124,"gp_mid",-62.56,-26.71,"201",9.433
"5213",13489,"col","Chinji",71.655556,32.929169,"Daud Khel Local Fauna",NA,"",32,"Tortonian","",11.62,7.246,10569,"gp_mid",73.05,28.23,"501",9.433
"5218",13502,"col","Huachipampa",-68.745834,-30.2425,"Loma de Camello (Huachipampa)",NA,"Mota en Loma del Camello",3,"Chasicoan","",10,9,6118,"gp_mid",-66.91,-29.69,"291",9.5
"5251",13626,"col","Entre Rios",-59.25,-33.716667,"Barrancas del Rio Parana",NA,"Entreriana",75,"Tortonian","",11.62,7.246,6134,"gp_mid",-57.55,-33.45,"202",9.433
"10361",19302,"col","""Santa Margarita""",-118.5,35.299999,"Comanche Point",NA,"UCMP V-5304",2,"Tortonian","",11.62,7.246,3015,"gp_mid",-114.25,37.27,"130",9.433
"11439",74566,"col","Mansar",75.150002,32.700001,"Sangaum Village",NA,"",1,"MN 9","",11.1,9.7,25066,"gp_mid",76.46,27.21,"501",10.4
"11816",22241,"col","Nawata",36.049999,2.9,"Lothagam-Lower Nawata Mb.",NA,"ETE Locality 1064, Lothagam 1B, Lothagam 1A, Lothagam 1, Lothagam, Lothagam-Lower Nawata mbr, ",112,"Tortonian","",11.62,7.246,8636,"gp_mid",35.8,0.25,"712",9.433
"12130",22681,"col","",8.73,47.919998,"Howenegg",NA,"ETE Locality 1556; Hewenegg-Hegau; Heweneg/Hegau",8,"MN 9","MN 10",11.1,8.7,5711,"gp_mid",10.09,46.11,"305",9.9
"12312",22978,"col","",-3.752778,36.950001,"Jayena, Spain",NA,"Reef 1472",3,"Tortonian","",11.62,7.246,6617,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"12313",22979,"col","",-3.766667,37.258331,"Illora, Spain",NA,"Reef 1474",4,"Tortonian","",11.62,7.246,6617,"gp_mid",-2.6,35.87,"304",9.433
"12858",24237,"col","Gatun",-79.800003,9.35,"Sabanita [lower Gatun Fm]",NA,"",39,"Tortonian","",11.62,7.246,6853,"gp_mid",-77.53,10.29,"230",9.433
"14063",27549,"col","Clacare di Mendicino",16.266666,39.183334,"Scanelle quarry, floatstones, Calbria, Italy",NA,"Reef 3204",15,"Tortonian","",11.62,7.246,7596,"gp_mid",17.39,36.89,"307",9.433
"14064",27550,"col","Clacare di Mendicino",16.266666,39.183334,"Scanelle quarry, rudstones, Calbria, Italy",NA,"Reef 3204",8,"Tortonian","",11.62,7.246,7596,"gp_mid",17.39,36.89,"307",9.433
"16855",31039,"col","",19.383333,51.366669,"Belchatow A",NA,"",14,"MN 9","",11.1,9.7,8432,"gp_mid",20.46,49.39,"305",10.4
"16994",31185,"col","",-0.119444,35.315556,"Fossiliferous spot T2, near Bou Hanifia",NA,"",1,"Tortonian","",11.62,7.246,7919,"gp_mid",1.27,33.52,"707",9.433
"17023",31223,"col","Lefkon",23.475,41.125,"Lefkon locality mammals",NA,"",13,"MN 10","",9.7,8.7,8519,"gp_mid",24.43,38.67,"308",9.2
"18295",32649,"col","",16.283333,48.083332,"Zone H Eichkogel, Moedling",NA,"Modling",35,"MN 11","",8.7,7.75,10466,"gp_mid",17.14,46.55,"305",8.225
"19693",34256,"col","Upper Freshwater Molasse",10.616667,47.883331,"Hammerschmiede",NA,"",27,"MN 9","",11.1,9.7,9004,"gp_mid",11.91,46.04,"305",10.4
"19804",34413,"col","Al Bad",34.900002,28.166668,"Al Bad', Jebel Kibrit, Saudi Arabia",NA,"Reef 3231",7,"Tortonian","",11.62,7.246,9057,"gp_mid",34.71,24.91,"503",9.433
"19805",34414,"col","Al Bad",34.900002,28.166668,"Al Bad', Jebel Kibrit, Saudi Arabia",NA,"",12,"Tortonian","",11.62,7.246,9057,"gp_mid",34.71,24.91,"503",9.433
"19875",34515,"col","Cercado",-71.400002,19.666668,"Arroyo Bellaco, back-reef, Dominican Republic",NA,"Reef 786",18,"Tortonian","",11.62,7.246,9110,"gp_mid",-69.14,20.54,"252",9.433
"19876",34516,"col","Cercado",-71.400002,19.666668,"Arroyo Bellaco, reef-crest, Dominican Republic",NA,"Reef 786",12,"Tortonian","",11.62,7.246,9110,"gp_mid",-69.14,20.54,"252",9.433
"19877",34517,"col","Cercado",-71.400002,19.666668,"Arroyo Bellaco, reef-front, Dominican Republic",NA,"Reef 786",19,"Tortonian","",11.62,7.246,9110,"gp_mid",-69.14,20.54,"252",9.433
"19878",34521,"col","Gram",9.059167,55.30722,"Gram Brick Works",NA,"Gram Clay Pit",44,"Tortonian","",11.62,7.246,9111,"gp_mid",10.56,53.68,"302",9.433
"19905",34581,"col","",16.633333,48.799999,"Mikulov",NA,"Cujan sand-pit",5,"Tortonian","",11.62,7.246,9130,"gp_mid",17.62,47.06,"305",9.433
"19997",34690,"col","Koronia",33.166668,35.083332,"Koronia reefs, northern Cyprus",NA,"Reef 866",63,"Tortonian","",11.62,7.246,9187,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20039",34733,"col","",-2.35,37.349998,"Purchena, Spain",NA,"Reef 662",15,"Tortonian","",11.62,7.246,9214,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20040",34734,"col","",-2.183333,37.400002,"Los Marmoles, Spain",NA,"Reef 698",12,"Tortonian","",11.62,7.246,9214,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20041",34735,"col","",-2.183333,37.400002,"Cantoria, Spain",NA,"Reef 698",7,"Tortonian","",11.62,7.246,9214,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20135",34860,"col","Roka",23.6,35.583332,"NE-Gramvoussa, Crete, Greece",NA,"Reef 3282",6,"Tortonian","",11.62,7.246,9341,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20136",34861,"col","Roka",23.6,35.516666,"SE-Gramvoussa, Crete, Greece",NA,"Reef 3282",5,"Tortonian","",11.62,7.246,9341,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20137",34862,"col","Koukounaras",23.666668,35.450001,"Vardiana, Crete, Greece",NA,"Reef 3282",3,"Tortonian","",11.62,7.246,9341,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"20509",35301,"col","Alfambra",-2.594444,40.370834,"Masia del Barbo 2A",NA,"MBA",7,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.21,38.79,"304",10.154
"20510",35302,"col","Alfambra",-2.594444,40.370834,"Masia del Barbo 2B",NA,"MBB",10,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.21,38.79,"304",10.154
"20511",35303,"col","Alfambra",-2.6625,40.5,"Peralejos 4",NA,"PER4",6,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.27,38.93,"304",10.154
"20512",35304,"col","Alfambra",-2.659722,40.480556,"Peralejos A",NA,"PERA",2,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.27,38.91,"304",10.154
"20513",35305,"col","Alfambra",-2.659722,40.480556,"Peralejos B",NA,"PERB",3,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.27,38.91,"304",10.154
"20514",35306,"col","Alfambra",-2.659722,40.480556,"Peralejos C",NA,"PERC",3,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.27,38.91,"304",10.154
"20515",35307,"col","Alfambra",-2.659722,40.480556,"Peralejos D",NA,"PERD",7,"Vallesian","",11.608,8.7,9527,"gp_mid",-1.27,38.91,"304",10.154
"20883",35876,"col","",-1.35,41.116699,"Nombrevilla",NA,"",11,"Vallesian","",11.608,8.7,9640,"gp_mid",0.04,39.51,"304",10.154
"20884",35877,"col","",-1.4167,41.116699,"Pedregueras II C",NA,"",10,"Vallesian","",11.608,8.7,9640,"gp_mid",-0.03,39.51,"304",10.154
"20885",35880,"col","",-1.4167,41.116699,"Pedregueras I A",NA,"",5,"Vallesian","",11.608,8.7,9640,"gp_mid",-0.03,39.51,"304",10.154
"20886",35882,"col","",-1.4167,41.116699,"Pedregueras II A",NA,"",5,"Vallesian","",11.608,8.7,9640,"gp_mid",-0.03,39.51,"304",10.154
"21376",36634,"col","",5.316667,46.033333,"Soblay, excavation from 1949",NA,"",5,"MN 10","",9.7,8.7,13345,"gp_mid",6.56,44.47,"305",9.2
"21647",36977,"col","",2.483333,42.5,"Lo Fournas 7, Baixas area",NA,"Baixas'",13,"Tortonian","",11.62,7.246,9874,"gp_mid",3.7,40.98,"304",9.433
"21648",36978,"col","",2.483333,42.5,"Lo Fournas 6a, Baixas area",NA,"Baixas'",7,"Tortonian","",11.62,7.246,9874,"gp_mid",3.7,40.98,"304",9.433
"21649",36979,"col","",2.483333,42.5,"Lo Fournas 6b, Baixas area",NA,"Baixas'",4,"Tortonian","",11.62,7.246,9874,"gp_mid",3.7,40.98,"304",9.433
"21713",37047,"col","Ravin de Ratavoux",5.45,43.783333,"Cucuron, at the stadium, sample taken between 1972 and 1976",NA,"",17,"MN 12","",7.75,7.246,9926,"gp_mid",6.32,42.58,"305",7.498
"21868",37364,"col","Maraldi Sandstone",12.798056,46.218056,"Torrente Meduna sample 13",NA,"Protoma rotifera community sample 13",3,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21869",37365,"col","Maraldi Sandstone",12.798056,46.218056,"Torrente Meduna sample 14",NA,"Protoma rotifera community sample 14",16,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21870",37366,"col","Maraldi Sandstone",12.798056,46.218056,"Torrente Meduna sample 15",NA,"Protoma rotifera community sample 15",6,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21871",37367,"col","Maraldi Sandstone",12.798056,46.218056,"Torrente Meduna sample 16",NA,"Protoma rotifera community sample 16",13,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21872",37368,"col","Maraldi Sandstone",12.798056,46.218056,"Torrente Meduna sample 17",NA,"Venus-Ancilla assemblage sample 17",25,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21879",37377,"col","Maraldi Sandstone",12.798056,46.218056,"Torrente Meduna sample 18",NA,"Venus-Conus community sample 18",18,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21880",37378,"col","Bier Pudingstone",12.798056,46.218056,"Torrente Meduna sample 19",NA,"Venus-Conus community sample 19",7,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21881",37379,"col","Montello conglomerate",12.798056,46.218056,"Torrente Meduna sample 21",NA,"Venus-Conus community sample 21",11,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21882",37380,"col","Montello conglomerate",12.798056,46.218056,"Torrente Meduna sample 20",NA,"Venus-Conus community sample 20",6,"Tortonian","",11.62,7.246,10020,"gp_mid",14.37,44.01,"307",9.433
"21888",37387,"col","Tachilni",-163.414993,54.850834,"False Pass (M309)",NA,"USGS M309",5,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21889",37388,"col","Tachilni",-162.684448,54.983612,"False Pass (M310)",NA,"USGS M310",4,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.17,57.52,"125",9.433
"21892",37390,"col","Tachilni",-162.849167,54.978058,"False Pass (M4044)",NA,"USGS M4044",5,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21893",37391,"col","Tachilni",-162.849167,54.978058,"False Pass (M4045)",NA,"USGS M4045",1,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21894",37392,"col","Tachilni",-162.849167,54.978058,"False Pass (M5163)",NA,"USGS M5163",7,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21895",37393,"col","Tachilni",-162.849167,54.978058,"False Pass (M5166)",NA,"USGS M5166",5,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21896",37394,"col","Tachilni",-162.849167,54.978058,"False Pass (M5167)",NA,"USGS M5167",2,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21897",37395,"col","Tachilni",-162.849167,54.978058,"False Pass (M5169)",NA,"USGS M5169",5,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21899",168013,"col","Santa Margarita",-122.084503,36.966499,"USGS M1107, Peasley Gulch",NA,"",1,"Tortonian","",11.62,7.246,10039,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"21901",37398,"col","Tachilni",-162.849167,54.978058,"False Pass (M7139)",NA,"USGS M7139",22,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21902",37399,"col","Tachilni",-162.849167,54.978058,"False Pass (M7140)",NA,"USGS M7140",11,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21903",37400,"col","Tachilni",-162.849167,54.978058,"False Pass (M7141)",NA,"USGS M7141",2,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21904",37401,"col","Tachilni",-162.849167,54.978058,"False Pass (M7146)",NA,"USGS M7146",31,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21905",37402,"col","Tachilni",-162.849167,54.978058,"False Pass (M7142)",NA,"USGS M7142",12,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21906",37403,"col","Tachilni",-162.849167,54.978058,"False Pass (M7145)",NA,"USGS M7145",1,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21907",37404,"col","Tachilni",-162.849167,54.978058,"False Pass (M7144)",NA,"USGS M7144",3,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21908",37405,"col","Tachilni",-162.849167,54.978058,"False Pass (M7143)",NA,"USGS M7143",8,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.35,57.51,"125",9.433
"21909",37406,"col","Tachilni",-164.645004,54.978058,"False Pass (M7149)",NA,"USGS M7149",9,"Tortonian","",11.62,7.246,10027,"gp_mid",-164.26,57.48,"125",9.433
"21910",37407,"col","Tachilni",-163.362228,54.790279,"False Pass (M7150)",NA,"USGS M7150",25,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.88,57.32,"125",9.433
"21911",37408,"col","Tachilni",-162.866669,54.916668,"False Pass (M7204)",NA,"USGS M7204",2,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.36,57.45,"125",9.433
"21912",37409,"col","Tachilni",-163.046387,54.946945,"False Pass (M7256)",NA,"USGS M7256",16,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.56,57.48,"125",9.433
"21913",37410,"col","Tachilni",-163.166672,54.971111,"False Pass (M7258)",NA,"USGS M7258",6,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.69,57.5,"125",9.433
"21914",37411,"col","Tachilni",-163.414993,54.850834,"False Pass (CAS 60278)",NA,"CAS 60278",7,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21915",37412,"col","Tachilni",-163.414993,54.850834,"False Pass (CAS 60280)",NA,"CAS 60280",4,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21916",37413,"col","Tachilni",-163.414993,54.850834,"False Pass (CAS 60279)",NA,"CAS 60279",8,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21917",37414,"col","Tachilni",-163.414993,54.850834,"False Pass (A-169)",NA,"University of Alaska A-169; USGS M5044",18,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21918",37415,"col","Tachilni",-163.414993,54.850834,"False Pass (A-170)",NA,"University of Alaska A-170",22,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21919",37416,"col","Tachilni",-163.414993,54.850834,"False Pass (A-301)",NA,"University of Alaska A-301",14,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21920",37417,"col","Tachilni",-163.414993,54.850834,"False Pass (A-302)",NA,"University of Alaska A-302",3,"Tortonian","",11.62,7.246,10027,"gp_mid",-162.94,57.38,"125",9.433
"21958",37498,"col","Tachilni",-163.849167,54.978058,"False Pass (M7203)",NA,"USGS M7203",5,"Tortonian","",11.62,7.246,10027,"gp_mid",-163.41,57.49,"125",9.433
"21960",37500,"col","Tachilni",-163.866669,54.916668,"False Pass (M7201)",NA,"USGS M7201",5,"Tortonian","",11.62,7.246,10027,"gp_mid",-163.43,57.43,"125",9.433
"21961",37502,"col","Tachilni",-163.866669,54.916668,"False Pass (M7200)",NA,"USGS M7200",3,"Tortonian","",11.62,7.246,10027,"gp_mid",-163.43,57.43,"125",9.433
"21992",168014,"col","Santa Margarita",-122.0149,37.120998,"USGS M5112, Zayante Creek",NA,"",2,"Tortonian","",11.62,7.246,10039,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"22227",37789,"col","",16.344168,47.147778,"Kohfidisch",NA,"",93,"MN 11","",8.7,7.75,10076,"gp_mid",17.67,45.1,"308",8.225
"22654",38345,"col","Alfambra",-1.021944,40.5,"La Roma 2",NA,"Teruel",22,"MN 10","",9.7,8.7,10426,"gp_mid",0.2,39.05,"304",9.2
"22907",38805,"col","",2.15,41.549999,"Polinyà IV",NA,"",1,"Vallesian","",11.608,8.7,10430,"gp_mid",3.47,39.87,"304",10.154
"23063",38972,"col","",2.2,42.200001,"Fabrica Grau",NA,"",1,"Vallesian","",11.608,8.7,10430,"gp_mid",3.54,40.51,"304",10.154
"23064",38974,"col","",2.1,41.549999,"Sant Olaguer",NA,"Moli d'En Gall",2,"Vallesian","",11.608,8.7,10430,"gp_mid",3.42,39.87,"304",10.154
"23065",38975,"col","",2.1,41.549999,"Can Casablancas I",NA,"Cementerio de Sant Quirze, San Quirze",7,"Vallesian","",11.608,8.7,10430,"gp_mid",3.42,39.87,"304",10.154
"23066",38976,"col","",2.1,41.549999,"Can Casablancas II",NA,"",4,"Vallesian","",11.608,8.7,10430,"gp_mid",3.42,39.87,"304",10.154
"23067",38977,"col","",1.95,41.549999,"Can Missert",NA,"Ceramicas Terras, S.A.",6,"Vallesian","",11.608,8.7,10430,"gp_mid",3.27,39.87,"304",10.154
"23068",38978,"col","",1.95,41.549999,"Can Purull II",NA,"",2,"Vallesian","",11.608,8.7,10430,"gp_mid",3.27,39.87,"304",10.154
"23100",39020,"col","",-1.033333,40.549999,"Masia de La Roma",NA,"",3,"Vallesian","",11.608,8.7,10430,"gp_mid",0.32,38.94,"304",10.154
"23569",39709,"col","",21.4275,44.129166,"Mala Miliva",NA,"",19,"Tortonian","",11.62,7.246,10749,"gp_mid",22.57,41.72,"308",9.433
"24115",40514,"col","Santa Margarita",-122.0401,37.05648,"Bean Creek 1",NA,"UCMP V-4004, USGS M1104",6,"Tortonian","",11.62,7.246,10903,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"24296",40765,"col","",-0.295,41.423332,"Nivel X-Fisura, Los Valles de Fuentiduenya (Segovia)",NA,"Nivel X-Fisura, Los Valles de Fuentidueña",13,"Vallesian","",11.608,8.7,11005,"gp_mid",1.08,39.79,"304",10.154
"24297",40766,"col","",-0.295,41.423332,"Nivel X, Los Valles de Fuentiduenya (Segovia)",NA,"Nivel X, Los Valles de Fuentidueña (Segovia)",10,"Vallesian","",11.608,8.7,11005,"gp_mid",1.08,39.79,"304",10.154
"24298",40767,"col","",-0.295,41.423332,"Nivel Y, Los Valles de Fuentiduenya (Segovia)",NA,"Nivel Y, Los Valles de Fuentidueña (Segovia)",12,"Vallesian","",11.608,8.7,11005,"gp_mid",1.08,39.79,"304",10.154
"24299",40768,"col","",-0.295,41.423332,"Macrofauna, Los Valles de Fuentiduenya (Segovia)",NA,"Macrofauna, Los Valles de Fuentidueña (Segovia)",28,"Vallesian","",11.608,8.7,11005,"gp_mid",1.08,39.79,"304",10.154
"24540",41065,"col","Cercado",-71.183334,19.533333,"Gurabo Adentro, Gurabo_2, Dominican Republic",NA,"Reef 2680",7,"Tortonian","",11.62,7.246,11055,"gp_mid",-68.93,20.39,"252",9.433
"24563",41112,"col","Cercado",-71.183334,19.533333,"Gurabo Adentro, Gurabo_3, Dominican Republic",NA,"",5,"Tortonian","",11.62,7.246,11055,"gp_mid",-68.93,20.39,"252",9.433
"24812",41478,"col","Puerto Madryn",-64.25,-42.5,"PP1 - Puerto Madryn Fm",NA,"",10,"Tortonian","",11.62,7.246,11120,"gp_mid",-62.82,-42.13,"291",9.433
"24813",41479,"col","Puerto Madryn",-64.25,-42.5,"PP2 - Puerto Madryn Fm",NA,"",2,"Tortonian","",11.62,7.246,11120,"gp_mid",-62.82,-42.13,"291",9.433
"24814",41480,"col","Puerto Madryn",-64.25,-42.5,"ET1 - Puerto Madryn Fm",NA,"",6,"Tortonian","",11.62,7.246,11120,"gp_mid",-62.82,-42.13,"291",9.433
"24815",41481,"col","Puerto Madryn",-64.25,-42.5,"ET2 - Puerto Madryn Fm",NA,"",6,"Tortonian","",11.62,7.246,11120,"gp_mid",-62.82,-42.13,"291",9.433
"24816",41482,"col","Puerto Madryn",-64.25,-42.5,"ET13 - Puerto Madryn Fm",NA,"",4,"Tortonian","",11.62,7.246,11120,"gp_mid",-62.82,-42.13,"291",9.433
"24817",41483,"col","Puerto Madryn",-64.25,-42.5,"ET14 - Puerto Madryn Fm",NA,"",5,"Tortonian","",11.62,7.246,11120,"gp_mid",-62.82,-42.13,"291",9.433
"24819",41484,"col","Puerto Madryn",-64.5,-42.5,"D3 - Puerto Madryn Fm",NA,"D3",0,"Tortonian","",11.62,7.246,11120,"gp_mid",-63.07,-42.12,"291",9.433
"24820",41485,"col","Puerto Madryn",-64.5,-42.5,"D12 - Puerto Madryn Fm",NA,"",2,"Tortonian","",11.62,7.246,11120,"gp_mid",-63.07,-42.12,"291",9.433
"25019",41735,"col","Agha Jari",44.633331,34.483334,"Lower Bakhtiari Formation, near Injana",NA,"Agha Jari Formation",22,"Vallesian","",11.608,8.7,11166,"gp_mid",44.44,30.39,"503",10.154
"25022",41746,"col","Bakhtiari",42.144169,37.060555,"Karatchok-Dagh",NA,"",5,"Vallesian","",11.608,8.7,11169,"gp_mid",42.24,33.07,"503",10.154
"25106",92597,"col","Gatun",-79.843613,9.360556,"TU 961 - Cativa [lower Gatun Fm]",NA,"",16,"Tortonian","",11.62,7.246,31182,"gp_mid",-77.58,10.3,"230",9.433
"25501",42251,"col","",112.5,42.5,"Amusuwu, near Tung Gur, Nei Monggol Zizhiqu",NA,"",5,"Vallesian","",11.608,8.7,11208,"gp_mid",110.92,41.86,"628",10.154
"25504",42254,"col","Bahe",109.5,33.5,"Bahe, Lantian Region",NA,"",18,"Vallesian","",11.608,8.7,11208,"gp_mid",107.93,32.45,"611",10.154
"25507",42257,"col","",103.343887,35.424721,"Hezheng, Gansu Province",NA,"",2,"Vallesian","",11.608,8.7,11208,"gp_mid",101.72,34.42,"604",10.154
"25509",42259,"col","",93.833336,31.566668,"Biru, Tibet (Xizang Zizhiqu)",NA,"",3,"Vallesian","",11.608,8.7,11208,"gp_mid",92.39,27.17,"613",10.154
"25511",42261,"col","",106.166664,38,"Wuzhong, Ningxia",NA,"",4,"Vallesian","",11.608,8.7,11208,"gp_mid",104.45,37.03,"604",10.154
"25513",42263,"col","",105.683334,37.466667,"Zhongning, Ningxia",NA,"",2,"Vallesian","",11.608,8.7,11208,"gp_mid",103.99,36.49,"604",10.154
"25519",42269,"col","",111.050003,39.033333,"Wangdaifuliang, Fugu County, Shaanxi Province",NA,"",7,"Vallesian","",11.608,8.7,11208,"gp_mid",109.25,38.13,"604",10.154
"26562",66943,"col","",16.270279,48.057499,"Richardhof-Golfplatz",NA,"",21,"MN 9","",11.1,9.7,19062,"gp_mid",17.37,46.12,"305",10.4
"27670",44942,"col","",-1.234444,40.161945,"Minas de Libros",NA,"",8,"MN 9","MN 10",11.1,8.7,11708,"gp_mid",0.11,38.55,"304",9.9
"27671",44943,"col","",-1.234444,40.161945,"Minas de azufre de Libros",NA,"",1,"MN 9","MN 10",11.1,8.7,11708,"gp_mid",0.11,38.55,"304",9.9
"27768",45042,"col","",16.77,48.540001,"Outcrop A, Gaiselberg, near Zistersdorf",NA,"",11,"Tortonian","",11.62,7.246,11721,"gp_mid",17.75,46.8,"305",9.433
"27769",45043,"col","",16.77,48.540001,"Outcrop B, Gaiselberg, near Zistersdorf",NA,"",12,"Tortonian","",11.62,7.246,11721,"gp_mid",17.75,46.8,"305",9.433
"27770",45044,"col","",16.77,48.540001,"Outcrop C, Gaiselberg, near Zistersdorf",NA,"",5,"Tortonian","",11.62,7.246,11721,"gp_mid",17.75,46.8,"305",9.433
"28077",45462,"col","Monterey",-117.653893,33.62722,"LACM 5077",NA,"",1,"Tortonian","",11.62,7.246,11879,"gp_mid",-113.79,35.28,"105",9.433
"28100",45485,"col","Pisco",-74.800003,-15.5,"Aguada de Lomas",NA,"",35,"Tortonian","",11.62,7.246,16797,"gp_mid",-72.58,-14.92,"201",9.433
"28101",45486,"col","Pisco",-74.871994,-15.441929,"El Jahuay",NA,"ELJ, Alto Grande",25,"Tortonian","",11.62,7.246,11895,"gp_mid",-72.66,-14.86,"201",9.433
"28104",45489,"col","Monterey",-120.440559,34.605556,"Lompoc Quarry",NA,"UCMP V2502, Celite Company #5 quarry, John Mansfield quarry",79,"Tortonian","",11.62,7.246,11899,"gp_mid",-116.63,36.27,"105",9.433
"28116",45501,"col","Monterey",-121.893997,36.599998,"Saucito Rancho",NA,"",1,"Tortonian","",11.62,7.246,11914,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"28118",45503,"col","Pietra Leccese",18.201389,40.31361,"Cisterna",NA,"",6,"Tortonian","",11.62,7.246,11918,"gp_mid",19.31,37.97,"307",9.433
"28506",45926,"col","",42,42.25,"Pontian and Maeotian deposits of the Kolkhidskaya Lowlands - Package 7",NA,"",3,"Tortonian","",11.62,7.246,12232,"gp_mid",42.12,40.37,"511",9.433
"28581",46042,"col","Shiiya",139.433334,34.755554,"Okodzu",NA,"",1,"Tortonian","",11.62,7.246,49539,"gp_mid",137.67,34.37,"610",9.433
"28604",46066,"col","Monterey",-118.349998,33.791668,"Dacelite Quarry",NA,"UCMP V-36118",1,"Tortonian","",11.62,7.246,12277,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
"28608",46070,"col","Santa Margarita",-122.035103,37.053589,"Bean Creek 2",NA,"UCMP V-5555, M1036",18,"Tortonian","",11.62,7.246,12283,"gp_mid",NA,NA,"coordinates not computable using this model",9.433
