"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","marine","mid_ma","time_bin"
"442",1765,"col","Carstone",-1.316667,50.599998,"ACAR, Atherfield Point [Carstone Mbr, Lower Greensand]",NA,"",21,"Middle Albian","",109,105.3,47,"gp_mid",20.47,46.38,"315",1,107.15,"albian"
"443",1766,"col","Carstone",-1.316667,50.599998,"COMB-Greensand",NA,"",2,"Middle Albian","",109,105.3,47,"gp_mid",20.47,46.38,"315",1,107.15,"albian"
"445",1782,"col","Lower Greensand",1.183333,51.083332,"EKfsec327, Baker's Gap [Folkestone Mbr, Lower Greensand]",NA,"",20,"Early Albian","",112.03,109,47,"gp_mid",25.02,45.52,"315",1,110.515,"albian"
"446",1783,"col","Lower Greensand",1.183333,51.083332,"EKfsec2834, Baker's Gap, East Cliff [Folkestone Mbr, Lower Greensand]",NA,"",64,"Early Albian","",112.03,109,47,"gp_mid",25.02,45.52,"315",1,110.515,"albian"
"448",1785,"col","Lower Greensand",1.183333,51.083332,"EKfsec35, Baker's Gap, East Cliffs [Folkestone Mbr, Lower Greensand]",NA,"",13,"Early Albian","",112.03,109,47,"gp_mid",25.02,45.52,"315",1,110.515,"albian"
"475",1812,"col","Lower Greensand",1.183333,51.083332,"EKfssmc, St. Martin's Church [Folkestone Mbr, Lower Greensand]",NA,"",8,"Early Albian","",112.03,109,47,"gp_mid",25.02,45.52,"315",1,110.515,"albian"
"476",1818,"col","Lower Greensand",1.083333,51.083332,"Ekfssjs16, Sandling Junction Sandpit [Folkestone Mbr, Lower Greensand]",NA,"",22,"Early Albian","",112.03,109,47,"gp_mid",24.93,45.53,"315",1,110.515,"albian"
"477",1826,"col","Lower Greensand",0.083333,51.266666,"WKfsw3, Westerham [Folkestone Mbr, Lower Greensand]",NA,"",5,"Early Albian","",112.03,109,47,"gp_mid",24.07,45.79,"315",1,110.515,"albian"
"478",1827,"col","Folkestone",0.083333,51.266666,"WKfsw7",NA,"",23,"Early Albian","",112.03,109,47,"gp_mid",24.07,45.79,"315",1,110.515,"albian"
"479",1833,"col","Lower Greensand",0.116667,51.283333,"WKfsb, Brasted [Folkestone Mbr, Lower Greensand]",NA,"",3,"Early Albian","",112.03,109,47,"gp_mid",24.11,45.81,"315",1,110.515,"albian"
